user_id,age,gender,subscription_type,avg_watch_time_minutes,sessions_per_week,device_type,country,churned
cf4f9695-04af-44dd-9274-b3e814c9e134,34,Male,Free,149.8,16,Tablet,Falkland Islands (Malvinas),0
a8f4ab94-535a-41af-a768-21e476018ea7,53,Male,Basic,124.9,10,Laptop,Vanuatu,0
c025385c-97e5-4e50-9e6e-a7d7ffab880b,57,Other,Free,271.4,10,Mobile,Montenegro,0
f2516d8f-5b13-43bf-8a7c-7d330ec1a8d7,21,Female,Premium,183.1,14,Smart TV,Marshall Islands,0
aa212e21-6aed-4f84-8c6c-d5f3adf5d167,19,Male,Free,175.1,20,Laptop,Israel,1
e691e87f-ef42-4ea5-be54-a4aaf1b816bf,23,Male,Basic,169.8,10,Smart TV,Liechtenstein,1
ac2b235e-cc1b-44af-91d2-8bb77edb76ae,59,Male,Basic,114.5,10,Laptop,Suriname,0
8fb8b691-fd12-4aca-af8d-ef8e7b5f7e06,21,Other,Free,236.8,11,Tablet,Eritrea,0
796d445a-e402-4120-8970-abaa974014d6,46,Female,Free,79.6,23,Smart TV,American Samoa,0
da8a4e44-bc12-4c3f-9a66-d0eec48aead2,35,Other,Basic,282,2,Smart TV,New Zealand,1
27b35e15-3dc4-455c-87d4-321be86f302a,43,Other,Premium,268.7,20,Tablet,Philippines,1
a92e3b29-8695-42d1-b86d-030631f49b09,61,Female,Free,104.6,8,Smart TV,Morocco,0
35fecaf5-3931-4eb4-afc7-ba5bc39819ac,51,Other,Premium,220.2,23,Laptop,Swaziland,0
5c49baf6-16f0-4ed9-bebd-178da8d7c0c2,27,Female,Premium,174.1,7,Mobile,Uganda,1
f942457f-eed8-44da-868d-ecb223756c2a,53,Male,Premium,104.6,8,Mobile,Sao Tome and Principe,0
be588070-4d89-4182-984c-e66124f94278,31,Female,Free,296.6,1,Tablet,Western Sahara,0
77920151-d256-4d0e-936f-a58f94d5cb5d,48,Male,Basic,12.4,21,Laptop,Madagascar,0
c8fc2758-d9d0-44bf-8ad4-8cc59958a9ff,32,Other,Free,79.5,2,Smart TV,Saint Barthelemy,0
dee4d42b-a535-4afc-968b-d4fe3a77474b,25,Other,Premium,158.4,18,Smart TV,Norway,0
d018ae41-4abe-4ae9-9b42-1064bf338cfb,31,Male,Basic,159,15,Mobile,Kiribati,1
5d577160-7f56-47cb-935f-3c2136d7c0ce,40,Other,Free,178.7,1,Smart TV,Ecuador,0
bfb5db62-3850-46f9-84d7-64eba55fe294,57,Female,Basic,226.7,5,Mobile,Azerbaijan,0
445af046-3895-430d-9632-946adcf66ba3,38,Male,Free,188.9,2,Tablet,Sweden,0
36e03fe3-b1e1-4a8c-85e2-6407837bbdb1,33,Other,Premium,182.1,20,Smart TV,Papua New Guinea,0
6dbbd083-bbca-4b35-8785-08cf10246304,62,Male,Premium,20.8,3,Laptop,Chile,0
c4ce3d99-784b-4d0c-b959-ba8afa4b046b,35,Female,Basic,116.1,19,Smart TV,Anguilla,0
3b90e60f-1b16-405e-baee-71c371b38c81,64,Female,Free,73.5,18,Mobile,Uganda,1
4afa638a-d4d9-4615-a4df-db8db8db327b,41,Other,Basic,83.3,22,Tablet,Switzerland,0
10e2f455-c783-46bb-8f16-d19148d8c791,43,Female,Free,168.5,18,Mobile,Myanmar,0
36354b98-60e2-4eb8-97af-05f7cf684e6f,42,Male,Free,63.9,14,Smart TV,Zimbabwe,0
50fcde44-c738-4286-a949-f7bb0c58e559,62,Female,Premium,91.7,24,Mobile,Eritrea,0
70121e60-bd5f-40f2-beab-5e926d5f638f,58,Male,Free,74.9,8,Mobile,New Zealand,1
33cbc7e0-4f42-4997-b4cb-f02aaaca277c,46,Male,Free,284.8,12,Tablet,Cameroon,0
87bcb0ae-792f-4cc3-816c-e7b1f1d5a858,32,Female,Premium,283.7,21,Laptop,Syrian Arab Republic,1
7b50e312-8cb4-42ec-a132-85a57c5d499c,62,Other,Free,184.9,10,Smart TV,Moldova,0
750a18da-4771-4f32-9048-8e134d621b51,18,Female,Free,277.7,23,Tablet,Tunisia,1
f78b0045-6f8f-4373-9070-4bdbb067c0f9,42,Male,Premium,236.8,20,Laptop,Italy,0
b11ce847-b876-46cf-92ad-a03acda31d52,24,Male,Free,179,17,Mobile,Luxembourg,0
66832724-bf5f-4c5c-96aa-036c00fd9cdd,26,Female,Premium,6.9,11,Laptop,Eritrea,0
edc9ed3f-7ae6-48b1-a6f8-eb52faa99dd2,41,Other,Premium,232.9,2,Mobile,Burundi,0
0e6b5616-d305-41b9-a9af-bdf22249414d,18,Other,Premium,212.2,4,Mobile,Portugal,1
937ebbff-8e58-40ed-8a02-72883786a4a3,61,Male,Basic,186.5,1,Tablet,Cambodia,1
9e034625-a7b2-44df-bb1d-cf5fefb9b951,25,Male,Free,229.3,15,Mobile,Slovakia (Slovak Republic),0
b1cc45da-689d-4184-82cb-d2b4e1ca0f60,41,Other,Free,156.3,13,Tablet,Oman,0
65dc2b1c-c526-4110-96e7-2cd96f56ddf1,28,Female,Premium,212.7,8,Laptop,Tunisia,0
aecd46b1-be59-480e-85a1-c69954cd5419,34,Male,Premium,280.9,4,Laptop,Korea,1
d47fee8d-2036-4f5b-bd69-99e034e54d3c,25,Male,Basic,115.9,10,Mobile,Afghanistan,0
b37608d2-2270-43c4-8015-d1b8f296f2b2,52,Other,Free,213.9,19,Tablet,Suriname,0
3b7995ab-0766-4b16-babd-4823e2251f0d,52,Female,Free,145.3,18,Mobile,Australia,0
e7b4978f-6a7d-4c37-a2fa-f33999987d2d,50,Other,Free,203.9,5,Tablet,Brazil,1
87e0bd84-e51a-4394-b304-80594ec99e40,22,Female,Basic,230.1,19,Tablet,Nepal,0
cfc25e2b-a697-47ac-9237-f2a88e37eeef,59,Female,Basic,18.4,23,Tablet,Suriname,1
69df72e6-fcab-4ae1-b792-a7d46ca2997c,56,Female,Premium,195.7,22,Laptop,Dominican Republic,1
b6745644-70b7-4d42-aa67-f468e65fd4a1,58,Male,Basic,71.9,16,Tablet,Netherlands,0
94443d0f-6781-4feb-97b4-c29c10a6f529,45,Other,Free,202.7,1,Laptop,Guatemala,0
94e68fff-8015-46b9-878f-0ee518de9d01,24,Other,Basic,143.2,12,Tablet,Norfolk Island,1
317ffbe1-329b-4d7d-93d2-15fb8d599c50,26,Female,Basic,233.2,24,Laptop,Congo,0
66dd4375-e440-4365-b25a-a76abc2e880f,25,Male,Basic,41.4,2,Smart TV,Denmark,1
81c04304-af0f-41d3-8477-7586369938c8,29,Male,Basic,189.8,21,Laptop,Equatorial Guinea,0
10596f9f-b235-49ca-9928-0acaded9d875,51,Other,Premium,87.1,8,Laptop,Eritrea,0
c38f14b8-bcde-46f9-8610-ee5761081eb8,50,Male,Premium,256.6,18,Mobile,Lao People's Democratic Republic,1
f447b678-4eee-40f1-b3ec-1011e2cfb48e,40,Male,Free,278.9,16,Tablet,Saint Martin,0
748871df-1358-4932-a5b8-f09d485fc87b,41,Female,Free,298.9,5,Smart TV,Equatorial Guinea,0
6fdfae20-5f95-4927-a0e2-8cb19e1c59a0,54,Male,Basic,239.8,22,Mobile,Liberia,1
8af15b14-85af-4e75-9136-89a3af33457f,52,Female,Free,227.4,13,Tablet,Lesotho,0
c5926c22-ab86-4760-9064-f85e8805a38a,61,Other,Free,68.6,19,Smart TV,Palestinian Territory,0
193cbe82-7da4-4b05-bf3a-167401f5e626,57,Male,Free,104.1,3,Smart TV,Cote d'Ivoire,0
5e5dae2d-fd66-4754-a7ee-448528ba3aa0,39,Other,Basic,142.4,8,Smart TV,Albania,1
fdf20912-cb87-42a8-9bb2-af24bea44b9b,44,Other,Free,233.1,12,Tablet,Uzbekistan,1
85a89218-fa18-42fe-8f24-e56ec32a32af,52,Male,Basic,274.9,2,Smart TV,Wallis and Futuna,0
50eff600-235d-418a-8c9a-ae3c05b15b76,18,Male,Premium,60.8,11,Smart TV,Gambia,1
954ae37c-e613-45c9-a6ac-fadcf858d24f,52,Other,Free,277.1,12,Mobile,Puerto Rico,1
ae96cbf3-4022-4d93-aee5-9fcaa5810131,54,Male,Free,210.2,18,Laptop,France,0
d1850bf7-8053-4b6d-8f7e-0dbf833acc9a,64,Female,Free,185.2,13,Tablet,Equatorial Guinea,0
e2f37ebd-e0a0-4197-9fd5-130230613716,31,Female,Premium,64,5,Laptop,Spain,0
2d2b4930-c5bc-4146-81fe-361b86a06dc2,20,Male,Free,21.4,22,Mobile,Russian Federation,0
140186fc-8f41-474a-84f2-f6818df4b69f,18,Other,Free,172.7,12,Laptop,Palau,1
9c0655d1-91fc-417e-b586-d4b006d9acae,22,Male,Free,197.2,2,Smart TV,Fiji,1
09820615-6d46-4c4f-ac7a-145cb6e7dbdf,43,Male,Premium,67.2,5,Smart TV,Cambodia,0
3b9d9580-8e82-4771-b4f2-d6de2843cfd9,31,Other,Basic,169.2,7,Tablet,Iran,0
e166d3a5-e792-4baa-8fb6-341e75ce3acd,56,Other,Premium,257.7,24,Tablet,Luxembourg,0
1d0116e5-bf42-4ab2-a30d-7cf417dbbe9a,44,Female,Premium,251.3,12,Tablet,Faroe Islands,0
d9a5fcaf-6824-49d4-ba3b-8a71f6b5fc40,26,Other,Free,278.6,16,Mobile,Russian Federation,0
5819806a-ab50-4d76-8d12-c47b47337f84,32,Female,Premium,112.9,23,Tablet,Romania,0
409eb95a-d155-4646-b13e-60617a0a74bd,32,Other,Free,98.8,8,Mobile,Korea,0
2946916d-1613-4d6b-be45-c8fc77b2b59f,43,Male,Premium,226.1,9,Smart TV,Saint Lucia,0
ef654189-dce8-4b29-9941-c507e62055ec,59,Female,Basic,132.2,15,Laptop,Nepal,1
6330d93a-5868-4fd2-b8ec-97ceee1b3006,30,Female,Premium,30.8,5,Smart TV,Nigeria,0
2049015e-d950-4739-831e-d10f7f50c9f4,49,Female,Free,88.4,13,Smart TV,Martinique,0
119aed4a-5bc6-4f50-bfcc-52fe01ad0496,56,Male,Free,128.5,5,Smart TV,United Kingdom,0
a9fe62ac-75b4-4dfd-a813-9860f3d9b6f0,49,Male,Free,91.3,11,Tablet,Gibraltar,0
77d2a8e6-41d9-4b32-9334-ae16670b71a5,21,Male,Free,103,10,Tablet,Libyan Arab Jamahiriya,0
8367a9bc-cb50-4221-b32a-38460f631c2c,47,Male,Free,91.7,20,Tablet,Azerbaijan,0
c24b1c41-9119-479b-80fd-58031698afc2,54,Male,Free,17.2,13,Laptop,Brazil,1
fe9cf848-0652-4b29-9bb1-d8184288968b,40,Female,Free,192.9,9,Tablet,Marshall Islands,0
6e9bcf69-6d97-4a93-af2d-6040be11d27b,56,Male,Basic,181.2,21,Mobile,Andorra,1
0b27024e-7a89-437f-a207-c84f64a024ee,62,Female,Premium,197.7,14,Smart TV,Somalia,1
63a0214f-8ec6-4e95-8c98-6b6953fabf15,32,Male,Basic,61.7,18,Laptop,Monaco,1
1cad061e-dc85-4a5e-8d15-911302d73bb2,60,Other,Free,92.2,15,Laptop,Denmark,0
267b1677-05d9-4411-92cf-f49d6a46f3e2,46,Female,Basic,187.8,10,Laptop,Senegal,1
41c4220e-1a12-4383-86bd-71d06b10320f,53,Other,Free,181.9,24,Laptop,Congo,0
145053fd-47c9-4f3e-9795-7d88f3fcdae4,30,Female,Premium,154.4,7,Laptop,Netherlands,0
1a75d5fe-fa02-4a76-b32d-5a7ae9cafb63,49,Other,Free,108.4,8,Mobile,Sweden,1
6c8c515d-b714-475d-92ce-a449849132c0,24,Male,Basic,274.3,3,Smart TV,Mayotte,0
0b14f9cd-d47b-4651-81fe-b6f8176715a2,39,Male,Premium,105.2,15,Laptop,Chile,0
9336dbc0-d0f1-46e7-8838-caff2ae4e4eb,45,Male,Premium,139.4,16,Smart TV,Togo,0
b492d473-f832-4ccc-b5dd-106e500fa7fb,19,Female,Basic,205,4,Tablet,Slovenia,0
003a819c-d486-428e-9b76-15a609fae2c7,59,Other,Premium,165.2,21,Laptop,Western Sahara,0
c3a5cdc2-b5fb-4b3e-aaa1-e657eff7dcaf,62,Male,Premium,107.3,6,Laptop,Ireland,0
efb16ea3-8a75-4855-a237-d3761d8bba7f,23,Other,Basic,133.5,1,Smart TV,Saint Barthelemy,1
e97e1489-c7f3-4c0a-8145-fcdf5ae11292,45,Other,Basic,239.4,4,Laptop,Cocos (Keeling) Islands,1
9958b440-f980-4fd6-ade2-2877994fad00,45,Male,Basic,87,11,Laptop,Thailand,1
c4d81641-8748-476b-a031-b670e2d3d22c,61,Male,Basic,47,12,Laptop,Suriname,0
18d2f7e4-9bf1-4edf-8c0f-aba14d8e227c,61,Other,Basic,97.4,5,Mobile,Zimbabwe,0
c73dd67d-3c6c-4615-85fd-3ca0130c527f,37,Male,Basic,255.6,23,Mobile,Mongolia,1
d87d9ce7-dcc3-436d-b2a1-b0169b457c08,47,Male,Free,31.3,21,Laptop,Bahrain,1
618abe55-31b4-4801-8a83-a7b8fdbac991,28,Male,Free,297.6,16,Mobile,Seychelles,0
da437ef0-f35d-4e5b-90a1-5e86f1410c03,45,Female,Free,164.6,13,Tablet,Chad,0
c081fe25-416c-4d3e-8d52-8953408a216d,42,Other,Free,295.5,13,Laptop,Uganda,0
5db24086-5160-426a-b5ba-ff12d4a6ffdb,56,Other,Free,282,17,Tablet,Monaco,0
04f34f63-8150-4b94-9a86-7e869e2ae320,50,Female,Basic,138.6,7,Smart TV,San Marino,0
87033d21-f233-4ae9-912e-a1af8d2973da,18,Other,Free,63.6,8,Tablet,Guam,1
6b9c8fc7-f8ad-410b-9cb7-b7a1b5423fce,44,Male,Premium,53.6,13,Smart TV,Papua New Guinea,0
d9d15e84-5601-4316-ad0a-3bb315e657ae,30,Other,Free,75.8,23,Laptop,Guyana,0
a251474b-7da9-44e7-938b-4b1b7f3e3676,58,Male,Free,214.5,16,Smart TV,Bahamas,0
82527da2-45eb-48a4-8940-ef54c79f9ea6,20,Female,Basic,85.5,4,Smart TV,Liberia,0
d5de6c38-b737-4b83-add2-b252d1df9a78,56,Male,Basic,105.7,8,Tablet,Ecuador,0
e6750738-9090-4e69-9752-29e82a88b8f1,23,Other,Free,137.4,16,Tablet,Cayman Islands,0
e2b605ed-3186-4cf2-8aee-17e10b210469,25,Other,Premium,274.4,21,Tablet,San Marino,0
40b643f1-c34f-4268-828d-c5202fa4e414,44,Other,Premium,60.9,10,Laptop,British Indian Ocean Territory (Chagos Archipelago),1
033b05a3-655f-447d-9ab8-d6b7f88df9ea,26,Female,Free,6.5,12,Laptop,Cocos (Keeling) Islands,0
86c7bb7d-46a1-4914-bc31-9bfd8412dfb3,54,Female,Free,22.7,12,Tablet,Malaysia,0
d8807e94-0ace-42ce-90db-3085b7098439,50,Other,Premium,271.9,5,Laptop,Turks and Caicos Islands,0
95b7a4e3-9966-45ef-9eab-35c1dd0b96e3,59,Male,Basic,196,16,Laptop,Monaco,1
b739a870-8805-4014-b4ce-be279f8cdabe,61,Female,Basic,85.5,1,Smart TV,Eritrea,0
7dd5b7a4-f356-461c-bafa-1baaf61148cd,41,Other,Premium,57.3,9,Smart TV,Angola,1
136d779d-f4d4-41f0-b275-a6774013827b,32,Other,Free,91.8,12,Tablet,Solomon Islands,0
f19240d3-3d16-4eed-9463-4c15a36c371e,49,Female,Basic,38.9,5,Laptop,Slovenia,1
6b0cbd26-ea64-48a3-b118-5881ea46a9a8,49,Female,Free,282.8,22,Smart TV,Trinidad and Tobago,1
296731d7-5287-4bdb-83ec-b2b5e6fd9339,41,Female,Premium,236.3,20,Mobile,Serbia,0
63fd7e47-7621-4644-854b-982ed840836c,58,Male,Basic,141.4,22,Laptop,Turkmenistan,0
3aa3a813-9f07-456a-a17e-51d09e688e90,29,Male,Basic,260.2,24,Mobile,Haiti,0
dcf437a4-bed5-4331-8c8c-98a4551f8634,56,Other,Free,78.6,3,Tablet,Antarctica (the territory South of 60 deg S),1
5ebf028a-ae84-45ef-a7df-6d2362a74f9f,19,Female,Free,216.6,5,Laptop,Congo,0
ef067727-8ea7-41a4-bd50-ed8fdace69e7,20,Male,Basic,257.6,2,Tablet,Estonia,0
77d981a0-64e1-4d65-8f33-4e0e2a9ad655,54,Female,Basic,110.2,14,Tablet,Uzbekistan,1
4f893382-6c12-4ccf-8935-e724aefea76f,34,Other,Basic,228.5,2,Tablet,Svalbard & Jan Mayen Islands,1
2f608c1d-1ba8-421c-bd4c-e8ebcb6cd839,19,Male,Free,92,13,Tablet,Mongolia,0
c6e0923b-014f-4c31-b8b7-72403d890039,19,Male,Premium,93.2,7,Tablet,Belize,0
743fbef7-f086-4147-ab4b-b071fa21dc70,45,Male,Free,36.6,10,Laptop,India,0
fb9d384f-ebb1-4b12-b9e1-c8c95ca30740,40,Other,Premium,134.8,13,Mobile,Poland,0
fd84eb30-5630-4c30-a035-6daca04b13e6,54,Female,Free,220.3,16,Laptop,Korea,0
552a52bd-12d7-469f-875f-8f6724244818,49,Male,Basic,282.4,14,Laptop,Mozambique,0
45490a41-47a3-44f2-9163-4320c8770cd1,50,Other,Free,183.1,11,Laptop,Tonga,0
58631d18-784b-40e9-8acf-d6b49a312636,18,Female,Premium,259.6,10,Smart TV,Indonesia,1
d4ccfa8a-65b3-4d0d-b025-99350c98c430,36,Other,Basic,247.6,6,Smart TV,Equatorial Guinea,0
8af67f6c-cca2-4aab-86ec-feeea0c8eee6,19,Female,Free,56.1,4,Laptop,Malta,0
7aa17b03-8921-4dea-903b-aff5214e69b3,61,Other,Free,148.3,21,Mobile,Philippines,0
2746b1fa-fa5d-4914-bd21-24107c94f327,43,Female,Free,39.5,1,Laptop,Aruba,0
db15dcac-8611-4eaa-86e8-66789da7ca47,49,Male,Free,206.2,7,Tablet,Guatemala,0
c40af518-2ebc-4bc5-b03f-29c8ecf0d0b2,23,Female,Premium,285.2,24,Smart TV,French Polynesia,0
7d17019b-d108-4367-9767-896cbb347d5c,49,Other,Basic,45.4,9,Smart TV,Mexico,1
c683f339-3233-47e2-914c-151ce11bc796,21,Other,Premium,221.5,8,Laptop,Belize,0
86844d52-e4a4-4248-91c5-50bfe6a5028f,28,Female,Basic,191.5,5,Laptop,Bolivia,0
2034fea7-8611-481f-8f82-bd16800eef4a,34,Male,Basic,177.2,19,Mobile,United States of America,1
45b5d061-290b-429a-a6a9-2ffe8677b399,55,Male,Free,120.1,10,Mobile,Madagascar,0
87a1e631-57d4-4706-b93b-7d99afaca867,41,Female,Free,109.8,11,Tablet,Uganda,1
a056322a-5621-4b6f-a59c-582bf8fbec37,22,Female,Premium,18.3,15,Laptop,Pakistan,0
e2673aba-b56f-4c08-88bb-52add2d187ee,51,Other,Premium,69.3,6,Laptop,Spain,1
73d65718-7170-4190-859c-4e65e9baedca,23,Male,Free,9.5,15,Laptop,Qatar,0
aa238817-b62f-4d45-8a86-8c34f76737b3,39,Female,Free,176.5,5,Smart TV,Sudan,1
1615b068-c3dd-4c7f-bc27-ca3e1638a9a1,28,Male,Basic,36.2,19,Tablet,Guyana,1
1514fc2e-0e8c-4f08-8a3e-c6df1e24e3d4,33,Female,Premium,262.5,22,Mobile,United States Virgin Islands,0
ec020f71-3ead-4aef-b8bb-46ae71cfea53,50,Female,Free,159.3,19,Smart TV,Croatia,0
4d794b03-4e7d-4eb6-8cfb-4c2a2c51dc14,26,Male,Basic,211.4,10,Smart TV,French Southern Territories,1
98b4a3eb-65f6-4b9b-865f-94184a46becc,23,Female,Premium,126.2,12,Smart TV,Zimbabwe,0
36577c1e-fe94-4615-b904-69fc867d8751,33,Female,Free,170.4,22,Smart TV,Pakistan,0
c82abc1c-9578-4086-8b63-e42eea0095c8,46,Other,Free,283.1,4,Tablet,Niger,0
749b6d86-bb05-43c1-bdc4-aac9907955c0,20,Female,Basic,29.4,18,Laptop,Turks and Caicos Islands,1
9f62f280-a1b0-40a1-a860-ab42958bd291,37,Female,Premium,79.9,16,Mobile,Singapore,0
42bdb82a-7900-4f4f-999a-7e9a511404ea,53,Female,Free,235.1,8,Mobile,Tunisia,0
a2c756c6-7b53-4a97-88f6-e0f68832b29b,36,Other,Basic,34.1,4,Smart TV,Nicaragua,0
afbeefcf-a757-4d1f-88b4-e47e1fa9b152,43,Male,Basic,27.3,23,Smart TV,Romania,1
c22a7483-e6a1-4034-b53b-d25123715427,20,Other,Basic,111.7,12,Tablet,Cyprus,1
95a25053-afa5-443a-b20a-e4ebcd64634f,36,Other,Basic,32.2,2,Smart TV,Kiribati,1
6ee9b6a0-d036-4a4e-8147-f382a7b4b1b9,37,Male,Basic,177.6,4,Mobile,Finland,0
a31bb22a-d939-4926-93eb-d7e5ac33483b,49,Other,Basic,71.8,5,Mobile,Uzbekistan,1
05135ddd-31bb-4131-9153-6fecda712a19,24,Male,Basic,269.2,3,Laptop,Anguilla,0
dbd27c59-fed4-4470-8a44-eb87e6e23fc5,58,Other,Basic,236.1,9,Laptop,Afghanistan,0
cdc2ec1d-8cf9-4623-846e-1d6b4a25054f,50,Male,Basic,211.4,21,Mobile,Andorra,0
d738399e-a1cb-43d6-a83c-51198e27ca1f,57,Female,Premium,187,18,Mobile,Malaysia,0
42377efd-429f-469c-8549-b0f91547364c,56,Other,Free,259.7,11,Tablet,Peru,1
949bf98d-876c-4b50-8a17-c0040fb970d9,35,Other,Premium,70.8,3,Tablet,Kenya,0
97df198a-98d3-4772-8ab6-93c8c02f74e9,57,Other,Premium,262.6,23,Mobile,French Guiana,0
